"node_id","lat","lon","timestamp","value_hrf"
"001e0610e538","41.736593","-87.604759","2019/10/05 04:02:40","56.72"
"001e0610f732","41.895005","-87.745817","2019/10/05 04:02:40","66.26"
"001e06113a24","41.788979","-87.597995","2019/10/05 04:02:40","56.72"
"001e061144be","41.792543","-87.600008","2019/10/05 04:02:40","55.0"
"001e0610bbe5","41.736495","-87.614529","2019/10/05 04:02:41","56.72"
"001e0610f05c","41.924903","-87.687703","2019/10/05 04:02:42","56.72"
"001e0611441e","41.808594","-87.665048","2019/10/05 04:02:42","62.74"
"001e06113107","41.751142","-87.71299","2019/10/05 04:02:44","56.72"
"001e06118295","41.820972","-87.802435","2019/10/05 04:02:44","56.72"
"001e061130f4","41.896157","-87.662391","2019/10/05 04:02:45","56.72"
"001e0610ee36","41.751295","-87.605288","2019/10/05 04:02:48","55.0"
"001e0610bc10","41.736314","-87.624179","2019/10/05 04:02:49","95.1"
"001e06113d20","41.8920031","-87.6116431","2019/10/05 04:02:49","56.72"
"001e06112e77","41.786756","-87.664343","2019/10/05 04:02:54","56.72"
"001e0611462f","41.823527","-87.641054","2019/10/05 04:02:54","56.72"
"001e0610f703","41.87148","-87.67644","2019/10/05 04:02:55","62.74"
"001e0610ee43","41.788608","-87.598713","2019/10/05 04:02:56","66.26"
"001e06113acb","41.839066","-87.665685","2019/10/05 04:02:57","62.74"
"001e0610ba13","41.751238","-87.71299","2019/10/05 04:02:58","56.72"
"001e0610f6db","41.791329","-87.598677","2019/10/05 04:02:59","55.0"
"001e061146ba","41.96759","-87.76257","2019/10/05 04:02:59","56.72"
"001e06117b44","41.721301","-87.66263000000002","2019/10/05 04:02:59","62.74"
"001e0610ba46","41.878377","-87.627678","2019/10/05 04:03:00","56.72"
"001e061144cd","41.8742","-87.666599","2019/10/05 04:03:00","56.72"
"001e061146cb","41.9140942","-87.683022","2019/10/05 04:03:00","56.72"
"001e061183f5","41.692703","-87.62102","2019/10/05 04:03:00","62.74"
"001e06113ace","41.83107","-87.617298","2019/10/05 04:03:03","55.0"
"001e0610ba15","41.722457","-87.57535","2019/10/05 04:03:04","55.0"
"001e0610f732","41.895005","-87.745817","2019/10/05 04:03:05","62.74"
"001e06113a24","41.788979","-87.597995","2019/10/05 04:03:05","56.72"
"001e06113ad8","41.866786","-87.666306","2019/10/05 04:03:05","56.72"
"001e061144be","41.792543","-87.600008","2019/10/05 04:03:05","56.72"
"001e0610e538","41.736593","-87.604759","2019/10/05 04:03:06","62.74"
"001e0611441e","41.808594","-87.665048","2019/10/05 04:03:06","62.74"
"001e0610bbe5","41.736495","-87.614529","2019/10/05 04:03:07","56.72"
"001e06118295","41.820972","-87.802435","2019/10/05 04:03:08","62.74"
"001e06113107","41.751142","-87.71299","2019/10/05 04:03:09","56.72"
"001e061130f4","41.896157","-87.662391","2019/10/05 04:03:10","56.72"
"001e0610f05c","41.924903","-87.687703","2019/10/05 04:03:11","62.74"
"001e0610ee36","41.751295","-87.605288","2019/10/05 04:03:13","55.0"
"001e06113d20","41.8920031","-87.6116431","2019/10/05 04:03:14","56.72"
"001e0610bc10","41.736314","-87.624179","2019/10/05 04:03:18","95.1"
"001e06112e77","41.786756","-87.664343","2019/10/05 04:03:19","56.72"
"001e0610f703","41.87148","-87.67644","2019/10/05 04:03:20","62.74"
"001e0611462f","41.823527","-87.641054","2019/10/05 04:03:20","56.72"
"001e0610ba13","41.751238","-87.71299","2019/10/05 04:03:23","56.72"
"001e0610f6db","41.791329","-87.598677","2019/10/05 04:03:24","55.0"
"001e06113acb","41.839066","-87.665685","2019/10/05 04:03:24","62.74"
"001e061146ba","41.96759","-87.76257","2019/10/05 04:03:24","56.72"
"001e06117b44","41.721301","-87.66263000000002","2019/10/05 04:03:24","62.74"
"001e0610ba46","41.878377","-87.627678","2019/10/05 04:03:25","62.74"
"001e061146cb","41.9140942","-87.683022","2019/10/05 04:03:25","56.72"
"001e061183f5","41.692703","-87.62102","2019/10/05 04:03:25","62.74"
"001e0610ee43","41.788608","-87.598713","2019/10/05 04:03:26","66.26"
"001e061144cd","41.8742","-87.666599","2019/10/05 04:03:26","56.72"
"001e06113ace","41.83107","-87.617298","2019/10/05 04:03:28","56.72"
"001e0610ba15","41.722457","-87.57535","2019/10/05 04:03:29","56.72"
"001e0610f732","41.895005","-87.745817","2019/10/05 04:03:30","62.74"
"001e06113ad8","41.866786","-87.666306","2019/10/05 04:03:30","56.72"
"001e061144be","41.792543","-87.600008","2019/10/05 04:03:30","56.72"
"001e0610e538","41.736593","-87.604759","2019/10/05 04:03:31","56.72"
"001e06113a24","41.788979","-87.597995","2019/10/05 04:03:31","56.72"
"001e0610bbe5","41.736495","-87.614529","2019/10/05 04:03:32","56.72"
"001e0611441e","41.808594","-87.665048","2019/10/05 04:03:32","62.74"
"001e06118295","41.820972","-87.802435","2019/10/05 04:03:33","66.26"
"001e06113107","41.751142","-87.71299","2019/10/05 04:03:34","56.72"
"001e061130f4","41.896157","-87.662391","2019/10/05 04:03:35","56.72"
"001e0610f05c","41.924903","-87.687703","2019/10/05 04:03:37","62.74"
"001e0610ee36","41.751295","-87.605288","2019/10/05 04:03:38","55.0"
"001e06113d20","41.8920031","-87.6116431","2019/10/05 04:03:39","56.72"
"001e0610bc10","41.736314","-87.624179","2019/10/05 04:03:43","95.0"
"001e06112e77","41.786756","-87.664343","2019/10/05 04:03:44","56.72"
"001e0610f703","41.87148","-87.67644","2019/10/05 04:03:45","62.74"
"001e0611462f","41.823527","-87.641054","2019/10/05 04:03:45","56.72"
"001e06113acb","41.839066","-87.665685","2019/10/05 04:03:48","62.74"
"001e0610f6db","41.791329","-87.598677","2019/10/05 04:03:49","55.0"
"001e06117b44","41.721301","-87.66263000000002","2019/10/05 04:03:49","62.74"
"001e0610ba46","41.878377","-87.627678","2019/10/05 04:03:50","62.74"
"001e061146cb","41.9140942","-87.683022","2019/10/05 04:03:50","56.72"
"001e061183f5","41.692703","-87.62102","2019/10/05 04:03:50","56.72"
"001e0610ee43","41.788608","-87.598713","2019/10/05 04:03:51","56.72"
"001e061144cd","41.8742","-87.666599","2019/10/05 04:03:51","56.72"
"001e061146ba","41.96759","-87.76257","2019/10/05 04:03:51","56.72"
"001e0610ba13","41.751238","-87.71299","2019/10/05 04:03:52","56.72"
"001e06113ace","41.83107","-87.617298","2019/10/05 04:03:53","56.72"
"001e0610ba15","41.722457","-87.57535","2019/10/05 04:03:54","55.0"
"001e0610f732","41.895005","-87.745817","2019/10/05 04:03:55","66.26"
"001e061144be","41.792543","-87.600008","2019/10/05 04:03:55","56.72"
"001e06113ad8","41.866786","-87.666306","2019/10/05 04:03:56","56.72"
"001e0610e538","41.736593","-87.604759","2019/10/05 04:03:57","62.74"
"001e06113a24","41.788979","-87.597995","2019/10/05 04:03:57","56.72"
"001e0611441e","41.808594","-87.665048","2019/10/05 04:03:57","56.72"
"001e0610bbe5","41.736495","-87.614529","2019/10/05 04:03:58","56.72"
"001e06113107","41.751142","-87.71299","2019/10/05 04:03:59","56.72"
"001e061130f4","41.896157","-87.662391","2019/10/05 04:04:00","56.72"
"001e06118295","41.820972","-87.802435","2019/10/05 04:04:00","56.72"
"001e0610f05c","41.924903","-87.687703","2019/10/05 04:04:02","62.74"
"001e0610ee36","41.751295","-87.605288","2019/10/05 04:04:03","55.0"
"001e06113d20","41.8920031","-87.6116431","2019/10/05 04:04:04","56.72"
"001e0610bc10","41.736314","-87.624179","2019/10/05 04:04:09","95.1"
"001e06112e77","41.786756","-87.664343","2019/10/05 04:04:09","56.72"
"001e0610f703","41.87148","-87.67644","2019/10/05 04:04:10","62.74"
"001e0611462f","41.823527","-87.641054","2019/10/05 04:04:11","56.72"
"001e06113acb","41.839066","-87.665685","2019/10/05 04:04:13","56.72"
"001e0610f6db","41.791329","-87.598677","2019/10/05 04:04:14","55.0"
"001e0610ba46","41.878377","-87.627678","2019/10/05 04:04:15","56.72"
"001e061146ba","41.96759","-87.76257","2019/10/05 04:04:15","56.72"
"001e061146cb","41.9140942","-87.683022","2019/10/05 04:04:15","56.72"
"001e06117b44","41.721301","-87.66263000000002","2019/10/05 04:04:15","62.74"
"001e061183f5","41.692703","-87.62102","2019/10/05 04:04:15","62.74"
"001e0610ee43","41.788608","-87.598713","2019/10/05 04:04:16","66.26"
"001e061144cd","41.8742","-87.666599","2019/10/05 04:04:16","55.0"
"001e0610ba13","41.751238","-87.71299","2019/10/05 04:04:17","56.72"
"001e06113ace","41.83107","-87.617298","2019/10/05 04:04:18","56.72"
"001e0610ba15","41.722457","-87.57535","2019/10/05 04:04:19","55.0"
"001e0610f732","41.895005","-87.745817","2019/10/05 04:04:20","66.26"
"001e061144be","41.792543","-87.600008","2019/10/05 04:04:20","56.72"
"001e0610e538","41.736593","-87.604759","2019/10/05 04:04:22","56.72"
"001e06113ad8","41.866786","-87.666306","2019/10/05 04:04:22","56.72"
"001e0611441e","41.808594","-87.665048","2019/10/05 04:04:22","56.72"
"001e06113a24","41.788979","-87.597995","2019/10/05 04:04:23","56.72"
"001e06118295","41.820972","-87.802435","2019/10/05 04:04:23","62.74"
"001e0610bbe5","41.736495","-87.614529","2019/10/05 04:04:24","56.72"
"001e061130f4","41.896157","-87.662391","2019/10/05 04:04:25","56.72"
"001e0610f05c","41.924903","-87.687703","2019/10/05 04:04:27","62.74"
"001e0610ee36","41.751295","-87.605288","2019/10/05 04:04:29","55.0"
"001e06113107","41.751142","-87.71299","2019/10/05 04:04:29","56.72"
"001e06113d20","41.8920031","-87.6116431","2019/10/05 04:04:29","56.72"
"001e0610bc10","41.736314","-87.624179","2019/10/05 04:04:34","95.1"
"001e06112e77","41.786756","-87.664343","2019/10/05 04:04:34","56.72"
"001e0610f703","41.87148","-87.67644","2019/10/05 04:04:35","62.74"
"001e0611462f","41.823527","-87.641054","2019/10/05 04:04:36","56.72"
"001e06113acb","41.839066","-87.665685","2019/10/05 04:04:38","56.72"
"001e0610f6db","41.791329","-87.598677","2019/10/05 04:04:39","55.0"
"001e0610ba46","41.878377","-87.627678","2019/10/05 04:04:40","62.74"
"001e061146ba","41.96759","-87.76257","2019/10/05 04:04:40","56.72"
"001e061146cb","41.9140942","-87.683022","2019/10/05 04:04:40","56.72"
"001e06117b44","41.721301","-87.66263000000002","2019/10/05 04:04:40","62.74"
"001e061183f5","41.692703","-87.62102","2019/10/05 04:04:40","56.72"
"001e0610ee43","41.788608","-87.598713","2019/10/05 04:04:41","66.26"
"001e061144cd","41.8742","-87.666599","2019/10/05 04:04:41","56.72"
"001e0610ba13","41.751238","-87.71299","2019/10/05 04:04:42","56.72"
"001e06113ace","41.83107","-87.617298","2019/10/05 04:04:43","62.74"
"001e0610ba15","41.722457","-87.57535","2019/10/05 04:04:44","55.0"
"001e061144be","41.792543","-87.600008","2019/10/05 04:04:44","55.0"
"001e0610f732","41.895005","-87.745817","2019/10/05 04:04:45","62.74"
"001e06113ad8","41.866786","-87.666306","2019/10/05 04:04:47","56.72"
"001e0611441e","41.808594","-87.665048","2019/10/05 04:04:47","56.72"
"001e0610e538","41.736593","-87.604759","2019/10/05 04:04:48","62.74"
"001e06113a24","41.788979","-87.597995","2019/10/05 04:04:48","56.72"
"001e06118295","41.820972","-87.802435","2019/10/05 04:04:48","56.72"
"001e0610bbe5","41.736495","-87.614529","2019/10/05 04:04:49","56.72"
"001e061130f4","41.896157","-87.662391","2019/10/05 04:04:50","56.72"
"001e0610f05c","41.924903","-87.687703","2019/10/05 04:04:52","62.74"
"001e0610ee36","41.751295","-87.605288","2019/10/05 04:04:54","55.0"
"001e06113107","41.751142","-87.71299","2019/10/05 04:04:54","56.72"
"001e0610bc10","41.736314","-87.624179","2019/10/05 04:04:59","95.1"
"001e06112e77","41.786756","-87.664343","2019/10/05 04:04:59","56.72"
"001e0610f703","41.87148","-87.67644","2019/10/05 04:05:00","62.74"
"001e0611462f","41.823527","-87.641054","2019/10/05 04:05:02","56.72"
"001e06113acb","41.839066","-87.665685","2019/10/05 04:05:03","56.72"
"001e061146cb","41.9140942","-87.683022","2019/10/05 04:05:04","56.72"
"001e0610ba46","41.878377","-87.627678","2019/10/05 04:05:05","62.74"
